0.98427,0.98917,0.99033,0.99089,0.99156,0.99201,0.99356,0.99526,0.99576,0.99585,0.99602,0.99604,0.99643,0.99668,0.99771,0.99781,0.99799,0.99804,0.99811,0.99809,0.99816,0.99835,0.99837,0.99848,0.99866,0.99875,0.99894,0.99903,0.99908,0.99909,0.99912,0.9991,0.9991,0.99916
0.9845,0.99179,0.9922,0.99253,0.99299,0.99318,0.99402,0.99467,0.99556,0.99566,0.99576,0.99597,0.99629,0.99685,0.99701,0.99731,0.99734,0.99746,0.99777,0.9978,0.99825,0.99826,0.99825,0.9983,0.99835,0.99837,0.99841,0.99839,0.99839,0.99836,0.99856,0.99865,0.99865,0.99873
0.98272,0.99074,0.99143,0.9921,0.99228,0.99269,0.99322,0.99367,0.99459,0.99569,0.99591,0.99624,0.99648,0.99692,0.99724,0.99751,0.99755,0.99778,0.99788,0.99798,0.99805,0.99815,0.99822,0.99842,0.99866,0.99882,0.99898,0.999,0.99905,0.99908,0.99915,0.99919,0.99925,0.99916
0.98125,0.98717,0.99158,0.992,0.9931,0.99349,0.99386,0.99419,0.99441,0.99556,0.99606,0.9967,0.99685,0.99705,0.99714,0.99713,0.99705,0.99709,0.99727,0.99725,0.99745,0.99759,0.99768,0.99763,0.99793,0.99816,0.99834,0.99864,0.99886,0.99896,0.99909,0.9991,0.99909,0.99913
0.98089,0.99316,0.99434,0.99446,0.99499,0.99554,0.99567,0.99598,0.99705,0.9972,0.99726,0.99827,0.99844,0.9985,0.99854,0.99858,0.99858,0.99867,0.99872,0.99871,0.99891,0.99893,0.99898,0.99905,0.99903,0.99906,0.99912,0.99909,0.99913,0.99916,0.99918,0.99919,0.99925,0.99922
0.99004,0.99213,0.99246,0.99313,0.99398,0.99469,0.99495,0.99631,0.99663,0.99691,0.9974,0.99762,0.99783,0.99802,0.99816,0.9982,0.99828,0.99827,0.99834,0.99837,0.99846,0.99845,0.99849,0.99854,0.99861,0.9985,0.99862,0.99864,0.99861,0.99866,0.99883,0.99884,0.99883,0.99889
0.97261,0.99091,0.99178,0.9931,0.99329,0.99397,0.99414,0.99474,0.99503,0.99515,0.99578,0.99587,0.99599,0.99625,0.99645,0.99674,0.99717,0.99721,0.99749,0.99757,0.99777,0.99796,0.99811,0.99839,0.99843,0.99859,0.99867,0.99881,0.99878,0.99888,0.99894,0.99895,0.99893,0.99899
0.98401,0.98895,0.99059,0.99122,0.99168,0.99296,0.99311,0.994,0.99409,0.99444,0.99495,0.99607,0.99618,0.99619,0.9971,0.99723,0.99718,0.99735,0.99741,0.99754,0.99767,0.99799,0.99818,0.99835,0.99843,0.99854,0.99858,0.99871,0.99861,0.99874,0.99874,0.999,0.99908,0.99904
0.98743,0.99138,0.99242,0.99258,0.99429,0.99488,0.99523,0.99563,0.99601,0.99648,0.99711,0.99723,0.99745,0.99762,0.99776,0.99779,0.99795,0.99809,0.9981,0.99832,0.99843,0.99858,0.99861,0.99869,0.99872,0.99881,0.99882,0.99898,0.99896,0.99902,0.99907,0.99912,0.99912,0.99918
0.98424,0.99226,0.99278,0.9936,0.99436,0.99482,0.99574,0.99609,0.99733,0.99759,0.99791,0.99804,0.99802,0.99822,0.99832,0.99844,0.99848,0.99845,0.99857,0.99851,0.99864,0.99867,0.99865,0.99873,0.99882,0.99877,0.99886,0.99894,0.99899,0.99904,0.99902,0.99901,0.99908,0.99904
0.98392,0.98925,0.98992,0.99047,0.9909,0.99238,0.99287,0.99307,0.99319,0.99362,0.99396,0.99401,0.99434,0.99477,0.99501,0.9956,0.99594,0.99572,0.99586,0.99591,0.99598,0.99634,0.9963,0.99641,0.99661,0.99676,0.99693,0.99698,0.99703,0.99709,0.99724,0.99728,0.99739,0.99753
0.98177,0.99185,0.99276,0.99328,0.99389,0.99409,0.99478,0.99505,0.99527,0.99619,0.99631,0.99634,0.99638,0.99663,0.99663,0.99725,0.99744,0.99787,0.99796,0.99798,0.998,0.99829,0.99836,0.99855,0.9985,0.99855,0.99855,0.99861,0.99851,0.9986,0.99858,0.99882,0.99879,0.99889
0.97027,0.97221,0.98974,0.9906,0.99164,0.99189,0.9921,0.99217,0.99222,0.99222,0.99332,0.99385,0.9947,0.99547,0.99551,0.99562,0.99561,0.99582,0.99695,0.99713,0.99721,0.99737,0.99783,0.99813,0.99835,0.99851,0.99859,0.99865,0.99872,0.99874,0.99885,0.99889,0.99891,0.99902
0.96737,0.97527,0.99057,0.99242,0.99315,0.99345,0.99409,0.99568,0.99674,0.99713,0.99735,0.99752,0.99762,0.99773,0.9978,0.99827,0.9984,0.99851,0.99877,0.99882,0.99892,0.99893,0.9989,0.99906,0.99917,0.99913,0.9992,0.99914,0.99922,0.99927,0.99917,0.99924,0.99928,0.99927
0.98736,0.99116,0.99215,0.99274,0.99302,0.99338,0.9936,0.99361,0.994,0.99433,0.99459,0.99503,0.99522,0.99687,0.99695,0.99707,0.99715,0.99735,0.99754,0.99762,0.99788,0.99807,0.99835,0.99843,0.99865,0.99867,0.99879,0.99881,0.99887,0.99899,0.99891,0.99895,0.99899,0.99903
0.98212,0.99128,0.99195,0.99229,0.99266,0.99274,0.99275,0.99329,0.99394,0.99416,0.99419,0.99462,0.99467,0.99481,0.99486,0.9949,0.99496,0.99515,0.99528,0.9954,0.99544,0.99599,0.99684,0.99702,0.99744,0.99762,0.99767,0.9977,0.99805,0.99824,0.99831,0.99833,0.99839,0.99845
0.98859,0.9907,0.99175,0.99227,0.99296,0.99393,0.9942,0.99448,0.9951,0.99533,0.9954,0.99552,0.9963,0.99674,0.99759,0.99776,0.99793,0.99804,0.99807,0.99811,0.99822,0.99847,0.99857,0.99869,0.99875,0.99866,0.99883,0.99886,0.99886,0.99882,0.99892,0.99894,0.99898,0.99898
0.98107,0.99097,0.99153,0.99334,0.99407,0.99458,0.99497,0.99534,0.9956,0.99628,0.99673,0.99692,0.99698,0.99759,0.99776,0.99784,0.99787,0.99802,0.99805,0.99811,0.99821,0.99821,0.99826,0.9984,0.99835,0.99848,0.99851,0.99861,0.99865,0.99873,0.99872,0.99878,0.99882,0.99891
0.98141,0.9887,0.99064,0.99089,0.9918,0.99222,0.99231,0.99356,0.99601,0.9964,0.99676,0.99747,0.99793,0.99805,0.99808,0.99827,0.99851,0.99879,0.99878,0.9988,0.99894,0.99896,0.99905,0.99911,0.99915,0.99918,0.99916,0.99922,0.99923,0.99921,0.9992,0.99924,0.99916,0.99922
0.99057,0.99264,0.99296,0.99319,0.99415,0.99497,0.99518,0.99522,0.99579,0.9962,0.99624,0.99687,0.99717,0.99723,0.99746,0.99746,0.99751,0.99771,0.99774,0.99781,0.99812,0.99817,0.99833,0.99843,0.99862,0.99861,0.99877,0.99882,0.99888,0.99895,0.99896,0.99889,0.99894,0.99904
0.97775,0.98043,0.98077,0.98136,0.98968,0.99173,0.99182,0.99221,0.99249,0.99291,0.99355,0.99454,0.99509,0.99551,0.99628,0.99645,0.99661,0.99679,0.99751,0.99772,0.99781,0.99797,0.99811,0.99824,0.99834,0.99858,0.9987,0.9987,0.99866,0.99872,0.99873,0.99874,0.99874,0.99883
0.9743,0.98198,0.99094,0.99188,0.99196,0.99243,0.99276,0.99304,0.99481,0.99491,0.99503,0.9952,0.99571,0.99575,0.99587,0.99613,0.99616,0.99686,0.9972,0.99735,0.99789,0.99812,0.99837,0.99847,0.99863,0.99881,0.99887,0.9989,0.99892,0.99894,0.99899,0.99897,0.99902,0.99905
0.98275,0.98752,0.99221,0.99261,0.99399,0.994,0.99413,0.9945,0.99491,0.99541,0.99648,0.99696,0.99713,0.99729,0.99733,0.99744,0.99759,0.9976,0.99776,0.998,0.99827,0.99835,0.9984,0.99858,0.99868,0.99878,0.99886,0.99883,0.99901,0.99905,0.99915,0.99913,0.99921,0.99933
0.98945,0.98991,0.99073,0.9912,0.99157,0.99254,0.9935,0.99398,0.99423,0.99472,0.99526,0.99545,0.9958,0.99612,0.99638,0.9973,0.99789,0.99815,0.9986,0.99875,0.99876,0.99892,0.9989,0.99894,0.999,0.99893,0.99898,0.99903,0.99902,0.999,0.99905,0.99898,0.99909,0.99908
0.97403,0.99006,0.99156,0.99234,0.99307,0.99376,0.9938,0.99396,0.99422,0.99422,0.99479,0.99505,0.99517,0.99544,0.99622,0.99647,0.99675,0.99702,0.99708,0.99721,0.99726,0.99724,0.99734,0.99741,0.99755,0.99795,0.99817,0.99818,0.99841,0.99847,0.99854,0.99849,0.99869,0.99874
0.98732,0.99141,0.99214,0.9924,0.99313,0.99345,0.994,0.9942,0.99437,0.99436,0.99443,0.99481,0.995,0.99513,0.99523,0.99621,0.9964,0.99647,0.99648,0.99677,0.99698,0.99782,0.99798,0.99819,0.99828,0.99836,0.99851,0.9986,0.99877,0.99878,0.99883,0.99889,0.99902,0.99902
0.9779,0.9834,0.98414,0.99323,0.99347,0.99364,0.99427,0.99445,0.99501,0.99537,0.99574,0.99597,0.99627,0.99653,0.99689,0.99718,0.99724,0.99737,0.99761,0.99785,0.99791,0.99801,0.99809,0.99818,0.9982,0.9982,0.99821,0.99833,0.99836,0.9985,0.99842,0.9985,0.99848,0.99842
0.98408,0.99129,0.99194,0.99214,0.99262,0.99258,0.99307,0.99341,0.99355,0.99364,0.9945,0.99515,0.99548,0.99553,0.99585,0.99608,0.99625,0.99692,0.99707,0.99706,0.99724,0.99738,0.99742,0.99787,0.99794,0.99804,0.99805,0.99809,0.99824,0.99824,0.99837,0.99839,0.9984,0.99839
0.98036,0.98738,0.99085,0.99123,0.9921,0.99382,0.99437,0.99464,0.99523,0.99538,0.99595,0.99723,0.99738,0.99745,0.99778,0.99807,0.99821,0.99828,0.9984,0.99834,0.99843,0.99859,0.99871,0.99874,0.99869,0.99878,0.99872,0.99882,0.99876,0.99885,0.99889,0.99888,0.99895,0.99892
0.9878,0.99018,0.99123,0.99137,0.99169,0.99205,0.9927,0.99322,0.99417,0.99424,0.99432,0.99438,0.99464,0.9953,0.99553,0.99575,0.99604,0.99607,0.99619,0.99657,0.9968,0.99686,0.99697,0.99717,0.99748,0.99751,0.99768,0.9977,0.99785,0.99809,0.99857,0.99879,0.99891,0.99879
